Date,Pred,y
2022-08-01,3655.987206477689,1753.0
2022-08-02,1774.0682238379186,474.0
2022-08-03,658.1017527231506,27.0
2022-08-04,1882.4302706039616,3.0
2022-08-05,1088.587478055779,7.0
2022-08-06,0.0,0.0
2022-08-07,0.0,68.0
2022-08-08,2567.7700165661577,205.0
2022-08-09,1149.8366142420118,1753.0
2022-08-10,1605.2261784289647,1317.0
2022-08-11,1609.5022002258302,1753.0
2022-08-12,1363.7326661673023,2628.0
2022-08-13,0.0,0.0
2022-08-14,117.23041340972941,0.0
2022-08-15,1167.2356618061315,0.0
2022-08-16,2470.240506876222,4560.0
2022-08-17,2120.0905953873726,1148.0
2022-08-18,2221.8538045098394,3524.0
2022-08-19,2844.603001099975,1676.0
2022-08-20,390.05191908350866,0.0
2022-08-21,96.72857456124666,0.0
2022-08-22,3319.3049148449218,4076.0
2022-08-23,3515.3180397399824,4276.0
2022-08-24,2996.3866409031243,3680.0
2022-08-25,3806.6893110312103,2352.0
2022-08-26,2502.7660648069445,2500.0
2022-08-27,163.75080036015606,0.0
2022-08-28,77.29647969770713,0.0
2022-08-29,2485.731586089898,2676.0
2022-08-30,214.75572254084204,0.0
2022-08-31,111.60454072259813,0.0
2022-09-01,2434.1152216153378,1753.0
2022-09-02,1684.5946527663164,3225.0
2022-09-03,0.0,0.0
2022-09-04,58.10554747801689,0.0
2022-09-05,2209.1032256459084,6815.0
2022-09-06,4211.300255709762,5764.0
2022-09-07,2710.6233494835333,3312.0
2022-09-08,2534.5842209439006,1364.0
2022-09-09,841.323736158864,0.0
2022-09-10,231.78105397366403,0.0
2022-09-11,287.1609569245704,0.0
2022-09-12,1302.7798357515599,0.0
2022-09-13,3702.360508189222,4472.0
2022-09-14,2704.033273956486,1980.0
2022-09-15,2248.167019356254,3700.0
2022-09-16,2639.744601130847,1296.0
2022-09-17,64.43985839307061,0.0
2022-09-18,0.0,0.0
2022-09-19,3726.63900371993,4020.0
2022-09-20,4353.436688214112,3292.0
2022-09-21,3003.0135026512044,2852.0
2022-09-22,2903.0990066972095,3516.0
2022-09-23,2813.3404340783504,3060.0
2022-09-24,3.4956386548706178,0.0
2022-09-25,385.1510570484752,0.0
2022-09-26,2596.8942756032284,3020.0
2022-09-27,2971.1899339953075,2992.0
2022-09-28,2405.7009293366937,1944.0
2022-09-29,240.32344627521115,0.0
2022-09-30,0.0,40.0
2022-10-01,1934.4524311195717,1753.0
2022-10-02,1046.1721374123895,20.0
2022-10-03,2094.17969795338,0.0
2022-10-04,3999.874863386695,6135.0
2022-10-05,3342.3917742201247,3177.0
2022-10-06,3271.7758658761077,4234.0
2022-10-07,2499.1053108317046,3525.0
2022-10-08,760.1833208440221,160.0
2022-10-09,770.1586657864043,0.0
2022-10-10,1239.5040498567114,0.0
2022-10-11,3866.527370088923,3472.0
2022-10-12,2858.995007640508,3640.0
2022-10-13,3599.670346012207,2848.0
2022-10-14,2604.6681041103366,3180.0
2022-10-15,141.89975726041916,0.0
2022-10-16,0.0,0.0
2022-10-17,3607.7938282484865,3672.0
2022-10-18,4242.495644280167,2408.0
2022-10-19,2880.6802976633508,2348.0
2022-10-20,3540.110518006023,2724.0
2022-10-21,2723.767666739267,2016.0
2022-10-22,0.0,0.0
2022-10-23,0.0,0.0
2022-10-24,3813.825567543836,5476.0
2022-10-25,4705.281355800262,4008.0
2022-10-26,3917.4579605595545,4260.0
2022-10-27,2123.7117238062237,4176.0
2022-10-28,1192.3473766108048,0.0
2022-10-29,410.98685759503087,0.0
2022-10-30,111.05927962147757,0.0
2022-10-31,941.3398421095683,0.0
2022-11-01,4428.286802487614,1753.0
2022-11-02,1668.0372427689085,2180.0
2022-11-03,2571.07492534873,3119.0
2022-11-04,1617.1371043313657,2054.0
2022-11-05,0.0,80.0
2022-11-06,0.0,0.0
2022-11-07,3474.0661139892745,3018.0
2022-11-08,3037.600696549003,4537.0
2022-11-09,2696.8156400069242,2979.0
2022-11-10,3131.126867989556,3152.0
2022-11-11,2513.1252353287173,2320.0
2022-11-12,236.24963501962725,0.0
2022-11-13,155.8805976415549,20.0
2022-11-14,3617.512489377419,4638.0
2022-11-15,3376.481931116732,2892.0
2022-11-16,2879.8718505276474,3712.0
2022-11-17,3313.0165900375523,4544.0
2022-11-18,2558.31215782612,2632.0
2022-11-19,332.63912328576293,0.0
2022-11-20,189.33053186136362,0.0
2022-11-21,3920.6819968372556,4080.0
2022-11-22,4284.058820132526,3508.0
2022-11-23,4025.1085243870366,1984.0
2022-11-24,3548.388726672646,2944.0
2022-11-25,3117.8673246670305,1924.0
2022-11-26,0.0,0.0
2022-11-27,0.0,0.0
2022-11-28,3276.1242295891143,4764.0
2022-11-29,2882.008272646254,0.0
2022-11-30,459.12798805611123,0.0
2022-12-01,2935.314459974917,1753.0
2022-12-02,1696.1435202714642,2078.0
2022-12-03,0.0,0.0
2022-12-04,0.0,0.0
2022-12-05,3299.529941226556,4736.0
2022-12-06,3490.9782617139667,2903.0
2022-12-07,2756.516409536317,2130.0
2022-12-08,3440.971734921637,4005.0
2022-12-09,2402.971439286067,2312.0
2022-12-10,198.43014763504993,0.0
2022-12-11,147.86930123461138,0.0
2022-12-12,3674.403535034705,3450.0
2022-12-13,3439.2844408925794,2248.0
2022-12-14,2313.0738560322534,2558.0
2022-12-15,2849.501063531633,4445.0
2022-12-16,2689.2555385973455,2317.0
2022-12-17,319.6129592275938,410.0
2022-12-18,0.0,0.0
2022-12-19,3958.0633273417484,6766.0
2022-12-20,3778.0461672403258,5836.0
2022-12-21,3825.6558479590476,3130.0
2022-12-22,3647.10709899224,3027.0
2022-12-23,2599.4246370380943,2151.0
2022-12-24,562.8596140904765,0.0
2022-12-25,904.9830646221881,0.0
2022-12-26,4329.891054749671,859.0
2022-12-27,2668.9298495496637,688.0
2022-12-28,2647.387471377,200.0
2022-12-29,0.0,336.0
2022-12-30,0.0,256.0
2022-12-31,0.0,0.0
